x,y,x_pred,y_pred,residual
88.364456,57.784378,59.87530219083985,45.58948515038873,30.98947073403295
74.283936,54.40678,59.90818831327579,45.604524877904716,16.85650666024278
60.256474,46.311462,59.941111322753564,45.619499627113875,0.7604377316324022
82.13437,57.717567,59.97407089551589,45.63440996833032,25.24047424776698
101.03639,67.84934,60.00706670458857,45.6492564775349,46.650284870339405
69.284134,48.406086,60.04009841983123,45.66403973628583,9.642147661168382
77.81013,57.588833,60.0731657079883,45.678760331628915,21.364684253739348
91.29688,63.03135,60.106268232740106,45.69341885600752,35.685544955482406
107.66841,65.91405,60.1394056547542,45.708015907172125,51.64581365232729
76.40689,56.871525,60.172577631736864,45.72255208808968,19.693971033309957
72.313515,51.168285,60.20578381848477,45.73702800685252,13.270105760296317
100.56871,68.07376,60.23902386693679,45.75144427658713,46.095220607424324
85.40742,57.31956,60.27229742622601,45.765801515362554,27.66340040414364
65.73637,47.454475,60.30560414273182,45.78010034609857,5.6830228116819335
78.559,57.776672,60.33894366013224,45.794341396473605,21.80703326269212
102.01643,67.376236,60.37231561945625,45.8085252988324,46.897744161410046
92.44081,67.234024,60.40571965913643,45.822652690093484,38.53172503947855
102.319664,67.23141,60.43915541506154,45.83672421165639,47.02881647793251
73.051186,52.32614,60.47262252062933,45.850740509308686,14.147475314295585
70.23932,48.974834,60.50612060679941,45.86470223313285,10.218027697901222
88.56056,57.891556,60.539649302146266,45.8786100374129,30.487412271905455
91.96877,65.819046,60.573208232912314,45.89246458054087,37.185345846682026
86.83264,57.347816,60.60679702306106,45.9062665249232,28.613002188545117
92.62934,67.65634,60.64041529433041,45.920016536886884,38.67504442813324
104.750336,66.19454,60.67406266628591,45.93371528658555,48.509987518612924
73.5264,53.136063,60.70773875637425,45.94736344790541,14.696784591505645
93.27278,68.66579,60.7414431799766,45.96096169837105,39.67111169987881
71.30269,49.905098,60.77517555046222,45.974510719051224,11.237351861465537
64.975815,47.35335,60.80893547924201,45.98801119446445,4.384864307411754
89.05592,58.24083,60.842722575822044,46.0014638124846,30.75364358198451
100.71979,68.00157,60.87653644785729,46.01486926424643,45.50714078981363
106.31808,65.80417,60.91037670120524,46.02822824405102,49.52723888130715
108.06331,66.10597,60.9442429399796,46.04154144927119,51.21316016097816
67.84049,47.865753,60.978134766604015,46.05480958025692,7.097283664813465
82.02788,57.731422,61.012051781865765,46.0680333402407,24.03538372322624
98.86425,68.84363,61.0459935849695,46.08121343524292,44.14009658055273
72.67582,51.715893,61.07995977359094,46.09435057397723,12.886648658126346
97.88674,69.218376,61.113949943930606,46.10744546775594,43.43216778580097
88.70565,57.981354,61.14796369076747,46.120498830395455,30.001765949230343
70.66043,49.300117,61.182000607512656,46.133511378121746,9.993398566697872
95.17704,69.66583,61.216060286263065,46.14648382947582,41.3098993875052
90.98131,61.803932,61.25014231785497,46.15941690521935,33.59602929357343
74.11193,54.128273,61.284246291917604,46.17231132824031,15.094594908016305
67.423485,47.758686,61.31837179692662,46.18516782345869,6.304630573970752
75.07062,55.54406,61.3525184202576,46.197987117732346,16.599258696483705
93.32456,68.72479,61.386685748239444,46.21076993976293,39.07568183658511
92.49515,67.36309,61.42087336620766,46.22351702000198,37.583137363585216
109.09305,67.57011,61.45508085855767,46.23622909055702,52.19684452703351
74.6767,55.005707,61.48930780879798,46.248906885097966,15.829998769959655
84.74091,57.372154,61.52355379960326,46.261551138763565,25.738902946244934
83.09207,57.584,61.55781841286735,46.274162588068016,24.323577321238375
78.128586,57.682087,61.59210122975616,46.28674197080778,20.082560018355284
65.000305,47.356487,61.62640183076051,46.29929002596859,3.535659491142417
92.592575,67.57944,61.66071979574878,46.31180749363257,37.53787232652724
94.47159,69.50913,61.695054704019526,46.324295114885686,40.14770024121765
84.89339,57.357613,61.72940613435389,46.33675363172526,25.652085485262255
92.58727,67.568146,61.76377366506799,46.349183786967856,37.42101393211645
89.3978,58.564568,61.798156874065086,46.36158632415729,30.1770287215279
85.80336,57.30451,61.83255533888764,46.3739619874729,26.34532892099406
109.05394,67.45857,61.86696863676924,46.386311521638156,51.67833534290024
72.61481,51.620525,61.901396344686404,46.39863567182941,11.918278411982238
84.3335,57.416786,61.9358380394101,46.41093518358502,24.955640915312877
91.34593,63.23906,61.970293297557305,46.42321080271464,33.84820255050098
91.305405,63.06719,62.0047616956422,46.435463275208996,33.69186892853132
62.731583,47.02679,62.03924281012736,46.44769334714975,0.9026006159178265
84.717255,57.374527,62.07373621747463,46.45990176461984,25.136785532032057
108.320114,66.29982,62.108241494195894,46.47208927361402,50.285943028353
93.38754,68.792984,62.142758216903665,46.484256619949825,38.39160983848827
87.94448,57.602074,62.17728596236142,46.496404549178855,28.058584827539313
74.52983,54.788445,62.211824307533774,46.50853380649836,14.842176175072987
98.66312,68.92605,62.24637282963647,46.520645136663255,42.75724080854861
73.594505,53.253242,62.28093110618612,46.53273928389844,13.159107530828809
84.93126,57.354206,62.31549871504974,46.54481699181155,25.066223274123285
67.8154,47.858814,62.350075234494085,46.55687900330611,5.618256805101435
73.32133,52.783768,62.38466024323475,46.56892606049495,12.579149641433425
70.60834,49.25702,62.419253320484984,46.580958904614256,8.615244838705827
84.30343,57.420364,62.4538540460044,46.592978275937774,24.385164567561347
89.181885,58.35109,62.48846200014731,46.60498491369168,29.163501438401777
71.52109,50.144382,62.523076763910886,46.6169795559697,9.664719871728607
102.03093,67.36928,62.557697918983045,46.62896293964878,44.590321849990296
92.67618,67.75073,62.592325047790105,46.64093580030513,36.75135017845025
96.70082,69.55569,62.62695773354416,46.65289887213081,41.055644328157925
63.39724,47.13958,62.66159556029018,46.6648528878507,0.8755218858975403
73.5922,53.24928,62.69623811295288,46.676798578639975,12.72475923065369
87.72062,57.527298,62.73088497738326,46.6887366740421,27.23896598839882
91.83847,65.328674,62.76553574040494,46.70066790188724,34.5288012773983
100.10727,68.291534,62.80018998986014,46.712592988211256,43.09836324123267
72.33709,51.20249,62.83484731465541,46.72451265717512,10.504517939155406
